alias,food_key,language,source
Soup barley,fndds_soup_barley,en,usda_fndds_generated
barley Soup,fndds_soup_barley,en,usda_fndds_generated
"Soup, tomato",fndds_soup_tomato,en,usda_fndds_exact
Soup tomato,fndds_soup_tomato,en,usda_fndds_generated
tomato Soup,fndds_soup_tomato,en,usda_fndds_generated
"Soup, borscht",fndds_soup_borscht,en,usda_fndds_exact
Soup borscht,fndds_soup_borscht,en,usda_fndds_generated
borscht Soup,fndds_soup_borscht,en,usda_fndds_generated
"Soup, meatball",fndds_soup_meatball,en,usda_fndds_exact
Soup meatball,fndds_soup_meatball,en,usda_fndds_generated
meatball Soup,fndds_soup_meatball,en,usda_fndds_generated
"Soup, bisque",fndds_soup_bisque,en,usda_fndds_exact
Soup bisque,fndds_soup_bisque,en,usda_fndds_generated
bisque Soup,fndds_soup_bisque,en,usda_fndds_generated
"Soup, peanut",fndds_soup_peanut,en,usda_fndds_exact
Soup peanut,fndds_soup_peanut,en,usda_fndds_generated
peanut Soup,fndds_soup_peanut,en,usda_fndds_generated
"Soup, potato",fndds_soup_potato,en,usda_fndds_exact
Soup potato,fndds_soup_potato,en,usda_fndds_generated
potato Soup,fndds_soup_potato,en,usda_fndds_generated
"Soup, pumpkin",fndds_soup_pumpkin,en,usda_fndds_exact
Soup pumpkin,fndds_soup_pumpkin,en,usda_fndds_generated
pumpkin Soup,fndds_soup_pumpkin,en,usda_fndds_generated
"Soup, pepperpot",fndds_soup_pepperpot,en,usda_fndds_exact
Soup pepperpot,fndds_soup_pepperpot,en,usda_fndds_generated
pepperpot Soup,fndds_soup_pepperpot,en,usda_fndds_generated
"Soup, French onion",fndds_soup_french_onion,en,usda_fndds_exact
Soup French onion,fndds_soup_french_onion,en,usda_fndds_generated
French onion Soup,fndds_soup_french_onion,en,usda_fndds_generated
"Soup, wonton",fndds_soup_wonton,en,usda_fndds_exact
Soup wonton,fndds_soup_wonton,en,usda_fndds_generated
wonton Soup,fndds_soup_wonton,en,usda_fndds_generated
"Soup, seaweed",fndds_soup_seaweed,en,usda_fndds_exact
Soup seaweed,fndds_soup_seaweed,en,usda_fndds_generated
seaweed Soup,fndds_soup_seaweed,en,usda_fndds_generated
"Soup, egg drop",fndds_soup_egg_drop,en,usda_fndds_exact
Soup egg drop,fndds_soup_egg_drop,en,usda_fndds_generated
egg drop Soup,fndds_soup_egg_drop,en,usda_fndds_generated
Ramen bowl with beef,fndds_ramen_bowl_with_beef,en,usda_fndds_exact
Ramen bowl with fish,fndds_ramen_bowl_with_fish,en,usda_fndds_exact
"Soup, hot and sour",fndds_soup_hot_and_sour,en,usda_fndds_exact
Soup hot and sour,fndds_soup_hot_and_sour,en,usda_fndds_generated
Congee,fndds_congee,en,usda_fndds_exact
"Rice, cooked, with milk",fndds_rice_cooked_with_milk,en,usda_fndds_exact
Rice cooked with milk,fndds_rice_cooked_with_milk,en,usda_fndds_generated
"Rice, sweet, cooked with honey",fndds_rice_sweet_cooked_with_honey,en,usda_fndds_exact
Rice sweet cooked with honey,fndds_rice_sweet_cooked_with_honey,en,usda_fndds_generated
"Yellow rice, cooked, fat added",fndds_yellow_rice_cooked_fat_added,en,usda_fndds_exact
Yellow rice cooked fat added,fndds_yellow_rice_cooked_fat_added,en,usda_fndds_generated
"Yellow rice, cooked, no added fat",fndds_yellow_rice_cooked_no_added_fat,en,usda_fndds_exact
Yellow rice cooked no added fat,fndds_yellow_rice_cooked_no_added_fat,en,usda_fndds_generated
"Rice, white, cooked, glutinous",fndds_rice_white_cooked_glutinous,en,usda_fndds_exact
Rice white cooked glutinous,fndds_rice_white_cooked_glutinous,en,usda_fndds_generated
glutinous cooked white Rice,fndds_rice_white_cooked_glutinous,en,usda_fndds_generated
"Rice, white, cooked, no added fat",fndds_rice_white_cooked_no_added_fat,en,usda_fndds_exact
Rice white cooked no added fat,fndds_rice_white_cooked_no_added_fat,en,usda_fndds_generated
"Rice, brown, cooked, no added fat",fndds_rice_brown_cooked_no_added_fat,en,usda_fndds_exact
Rice brown cooked no added fat,fndds_rice_brown_cooked_no_added_fat,en,usda_fndds_generated
Barley,fndds_barley,en,usda_fndds_exact
Millet,fndds_millet,en,usda_fndds_exact
"Noodles, cooked",fndds_noodles_cooked,en,usda_fndds_exact
Noodles cooked,fndds_noodles_cooked,en,usda_fndds_generated
cooked Noodles,fndds_noodles_cooked,en,usda_fndds_generated
Buckwheat groats,fndds_buckwheat_groats,en,usda_fndds_exact
"Rice noodles, cooked",fndds_rice_noodles_cooked,en,usda_fndds_exact
Rice noodles cooked,fndds_rice_noodles_cooked,en,usda_fndds_generated
cooked Rice noodles,fndds_rice_noodles_cooked,en,usda_fndds_generated
"Quinoa, fat added",fndds_quinoa_fat_added,en,usda_fndds_exact
Quinoa fat added,fndds_quinoa_fat_added,en,usda_fndds_generated
"Bulgur, fat added",fndds_bulgur_fat_added,en,usda_fndds_exact
Bulgur fat added,fndds_bulgur_fat_added,en,usda_fndds_generated
"Bread, rye",fndds_bread_rye,en,usda_fndds_exact
Bread rye,fndds_bread_rye,en,usda_fndds_generated
rye Bread,fndds_bread_rye,en,usda_fndds_generated
"Bread, soy",fndds_bread_soy,en,usda_fndds_exact
Bread soy,fndds_bread_soy,en,usda_fndds_generated
soy Bread,fndds_bread_soy,en,usda_fndds_generated
"Bread, naan",fndds_bread_naan,en,usda_fndds_exact
Bread naan,fndds_bread_naan,en,usda_fndds_generated
naan Bread,fndds_bread_naan,en,usda_fndds_generated
"Bread, pita",fndds_bread_pita,en,usda_fndds_exact
Bread pita,fndds_bread_pita,en,usda_fndds_generated
"Bread, puri",fndds_bread_puri,en,usda_fndds_exact
Bread puri,fndds_bread_puri,en,usda_fndds_generated
puri Bread,fndds_bread_puri,en,usda_fndds_generated
"Bread, rice",fndds_bread_rice,en,usda_fndds_exact
Bread rice,fndds_bread_rice,en,usda_fndds_generated
rice Bread,fndds_bread_rice,en,usda_fndds_generated
"Bread, Cuban",fndds_bread_cuban,en,usda_fndds_exact
Bread Cuban,fndds_bread_cuban,en,usda_fndds_generated
Cuban Bread,fndds_bread_cuban,en,usda_fndds_generated
"Bread, onion",fndds_bread_onion,en,usda_fndds_exact
Bread onion,fndds_bread_onion,en,usda_fndds_generated
onion Bread,fndds_bread_onion,en,usda_fndds_generated
"Bread, black",fndds_bread_black,en,usda_fndds_exact
Bread black,fndds_bread_black,en,usda_fndds_generated
black Bread,fndds_bread_black,en,usda_fndds_generated
"Bread, cheese",fndds_bread_cheese,en,usda_fndds_exact
Bread cheese,fndds_bread_cheese,en,usda_fndds_generated
cheese Bread,fndds_bread_cheese,en,usda_fndds_generated
"Bread, potato",fndds_bread_potato,en,usda_fndds_exact
Bread potato,fndds_bread_potato,en,usda_fndds_generated
potato Bread,fndds_bread_potato,en,usda_fndds_generated
"Bread, raisin",fndds_bread_raisin,en,usda_fndds_exact
Bread raisin,fndds_bread_raisin,en,usda_fndds_generated
raisin Bread,fndds_bread_raisin,en,usda_fndds_generated
"Bread, barley",fndds_bread_barley,en,usda_fndds_exact
Bread barley,fndds_bread_barley,en,usda_fndds_generated
barley Bread,fndds_bread_barley,en,usda_fndds_generated
"Bread, paratha",fndds_bread_paratha,en,usda_fndds_exact
Bread paratha,fndds_bread_paratha,en,usda_fndds_generated
paratha Bread,fndds_bread_paratha,en,usda_fndds_generated
"Bread, oatmeal",fndds_bread_oatmeal,en,usda_fndds_exact
Bread oatmeal,fndds_bread_oatmeal,en,usda_fndds_generated
oatmeal Bread,fndds_bread_oatmeal,en,usda_fndds_generated
"Bread, cinnamon",fndds_bread_cinnamon,en,usda_fndds_exact
Bread cinnamon,fndds_bread_cinnamon,en,usda_fndds_generated
cinnamon Bread,fndds_bread_cinnamon,en,usda_fndds_generated
"Bread, oat bran",fndds_bread_oat_bran,en,usda_fndds_exact
Bread oat bran,fndds_bread_oat_bran,en,usda_fndds_generated
oat bran Bread,fndds_bread_oat_bran,en,usda_fndds_generated
"Bread, vegetable",fndds_bread_vegetable,en,usda_fndds_exact
Bread vegetable,fndds_bread_vegetable,en,usda_fndds_generated
vegetable Bread,fndds_bread_vegetable,en,usda_fndds_generated
"Roll, rye",fndds_roll_rye,en,usda_fndds_exact
Roll rye,fndds_roll_rye,en,usda_fndds_generated
rye Roll,fndds_roll_rye,en,usda_fndds_generated
"Roll, diet",fndds_roll_diet,en,usda_fndds_exact
Roll diet,fndds_roll_diet,en,usda_fndds_generated
diet Roll,fndds_roll_diet,en,usda_fndds_generated
"Roll, cheese",fndds_roll_cheese,en,usda_fndds_exact
Roll cheese,fndds_roll_cheese,en,usda_fndds_generated
cheese Roll,fndds_roll_cheese,en,usda_fndds_generated
"Roll, garlic",fndds_roll_garlic,en,usda_fndds_exact
Roll garlic,fndds_roll_garlic,en,usda_fndds_generated
garlic Roll,fndds_roll_garlic,en,usda_fndds_generated
"Roll, oatmeal",fndds_roll_oatmeal,en,usda_fndds_exact
Roll oatmeal,fndds_roll_oatmeal,en,usda_fndds_generated
oatmeal Roll,fndds_roll_oatmeal,en,usda_fndds_generated
"Roll, egg bread",fndds_roll_egg_bread,en,usda_fndds_exact
Roll egg bread,fndds_roll_egg_bread,en,usda_fndds_generated
egg bread Roll,fndds_roll_egg_bread,en,usda_fndds_generated
"Roll, sour dough",fndds_roll_sour_dough,en,usda_fndds_exact
Roll sour dough,fndds_roll_sour_dough,en,usda_fndds_generated
sour dough Roll,fndds_roll_sour_dough,en,usda_fndds_generated
"Roll, multigrain",fndds_roll_multigrain,en,usda_fndds_exact
Roll multigrain,fndds_roll_multigrain,en,usda_fndds_generated
multigrain Roll,fndds_roll_multigrain,en,usda_fndds_generated
"Roll, whole wheat",fndds_roll_whole_wheat,en,usda_fndds_exact
Roll whole wheat,fndds_roll_whole_wheat,en,usda_fndds_generated
whole wheat Roll,fndds_roll_whole_wheat,en,usda_fndds_generated
"Roll, gluten free",fndds_roll_gluten_free,en,usda_fndds_exact
Roll gluten free,fndds_roll_gluten_free,en,usda_fndds_generated
gluten free Roll,fndds_roll_gluten_free,en,usda_fndds_generated
Bagel,fndds_bagel,en,usda_fndds_exact
"Bagel, wheat",fndds_bagel_wheat,en,usda_fndds_exact
Bagel wheat,fndds_bagel_wheat,en,usda_fndds_generated
wheat Bagel,fndds_bagel_wheat,en,usda_fndds_generated
"Muffin, English",fndds_muffin_english,en,usda_fndds_exact
Muffin English,fndds_muffin_english,en,usda_fndds_generated
English Muffin,fndds_muffin_english,en,usda_fndds_generated
"Bagel, oat bran",fndds_bagel_oat_bran,en,usda_fndds_exact
Bagel oat bran,fndds_bagel_oat_bran,en,usda_fndds_generated
oat bran Bagel,fndds_bagel_oat_bran,en,usda_fndds_generated
"Bagel, wheat bran",fndds_bagel_wheat_bran,en,usda_fndds_exact
Bagel wheat bran,fndds_bagel_wheat_bran,en,usda_fndds_generated
wheat bran Bagel,fndds_bagel_wheat_bran,en,usda_fndds_generated
"Bagel, multigrain",fndds_bagel_multigrain,en,usda_fndds_exact
Bagel multigrain,fndds_bagel_multigrain,en,usda_fndds_generated
multigrain Bagel,fndds_bagel_multigrain,en,usda_fndds_generated
"Bagel, whole wheat",fndds_bagel_whole_wheat,en,usda_fndds_exact
Bagel whole wheat,fndds_bagel_whole_wheat,en,usda_fndds_generated
whole wheat Bagel,fndds_bagel_whole_wheat,en,usda_fndds_generated
"Bagel, with raisins",fndds_bagel_with_raisins,en,usda_fndds_exact
Bagel with raisins,fndds_bagel_with_raisins,en,usda_fndds_generated
"Bagel, pumpernickel",fndds_bagel_pumpernickel,en,usda_fndds_exact
Bagel pumpernickel,fndds_bagel_pumpernickel,en,usda_fndds_generated
pumpernickel Bagel,fndds_bagel_pumpernickel,en,usda_fndds_generated
"Tortilla, corn",fndds_tortilla_corn,en,usda_fndds_exact
Tortilla corn,fndds_tortilla_corn,en,usda_fndds_generated
corn Tortilla,fndds_tortilla_corn,en,usda_fndds_generated
"Tortilla, flour",fndds_tortilla_flour,en,usda_fndds_exact
Tortilla flour,fndds_tortilla_flour,en,usda_fndds_generated
flour Tortilla,fndds_tortilla_flour,en,usda_fndds_generated
"Taco shell, corn",fndds_taco_shell_corn,en,usda_fndds_exact
Taco shell corn,fndds_taco_shell_corn,en,usda_fndds_generated
corn Taco shell,fndds_taco_shell_corn,en,usda_fndds_generated
"Taco shell, flour",fndds_taco_shell_flour,en,usda_fndds_exact
Taco shell flour,fndds_taco_shell_flour,en,usda_fndds_generated
flour Taco shell,fndds_taco_shell_flour,en,usda_fndds_generated
Scone,fndds_scone,en,usda_fndds_exact
Popover,fndds_popover,en,usda_fndds_exact
Hush puppy,fndds_hush_puppy,en,usda_fndds_exact
Johnnycake,fndds_johnnycake,en,usda_fndds_exact
Spoonbread,fndds_spoonbread,en,usda_fndds_exact
"Muffin, plain",fndds_muffin_plain,en,usda_fndds_exact
Muffin plain,fndds_muffin_plain,en,usda_fndds_generated
plain Muffin,fndds_muffin_plain,en,usda_fndds_generated
"Bread, nut",fndds_bread_nut,en,usda_fndds_exact
Bread nut,fndds_bread_nut,en,usda_fndds_generated
nut Bread,fndds_bread_nut,en,usda_fndds_generated
"Corn pone, baked",fndds_corn_pone_baked,en,usda_fndds_exact
Corn pone baked,fndds_corn_pone_baked,en,usda_fndds_generated
baked Corn pone,fndds_corn_pone_baked,en,usda_fndds_generated
"Bread, fruit",fndds_bread_fruit,en,usda_fndds_exact
Bread fruit,fndds_bread_fruit,en,usda_fndds_generated
fruit Bread,fndds_bread_fruit,en,usda_fndds_generated
Arepa Dominicana,fndds_arepa_dominicana,en,usda_fndds_exact
"Muffin, fruit",fndds_muffin_fruit,en,usda_fndds_exact
Muffin fruit,fndds_muffin_fruit,en,usda_fndds_generated
fruit Muffin,fndds_muffin_fruit,en,usda_fndds_generated
"Muffin, wheat",fndds_muffin_wheat,en,usda_fndds_exact
Muffin wheat,fndds_muffin_wheat,en,usda_fndds_generated
wheat Muffin,fndds_muffin_wheat,en,usda_fndds_generated
"Dosa, plain",fndds_dosa_plain,en,usda_fndds_exact
Dosa plain,fndds_dosa_plain,en,usda_fndds_generated
plain Dosa,fndds_dosa_plain,en,usda_fndds_generated
"Crepe, plain",fndds_crepe_plain,en,usda_fndds_exact
Crepe plain,fndds_crepe_plain,en,usda_fndds_generated
plain Crepe,fndds_crepe_plain,en,usda_fndds_generated
"Waffle, plain",fndds_waffle_plain,en,usda_fndds_exact
Waffle plain,fndds_waffle_plain,en,usda_fndds_generated
plain Waffle,fndds_waffle_plain,en,usda_fndds_generated
"Pancakes, plain",fndds_pancakes_plain,en,usda_fndds_exact
Pancakes plain,fndds_pancakes_plain,en,usda_fndds_generated
plain Pancakes,fndds_pancakes_plain,en,usda_fndds_generated
Chinese pancake,fndds_chinese_pancake,en,usda_fndds_exact
"Waffle, fruit",fndds_waffle_fruit,en,usda_fndds_exact
Waffle fruit,fndds_waffle_fruit,en,usda_fndds_generated
fruit Waffle,fndds_waffle_fruit,en,usda_fndds_generated
"Pancakes, fruit",fndds_pancakes_fruit,en,usda_fndds_exact
Pancakes fruit,fndds_pancakes_fruit,en,usda_fndds_generated
fruit Pancakes,fndds_pancakes_fruit,en,usda_fndds_generated
"French toast, plain",fndds_french_toast_plain,en,usda_fndds_exact
French toast plain,fndds_french_toast_plain,en,usda_fndds_generated
plain French toast,fndds_french_toast_plain,en,usda_fndds_generated
French toast sticks,fndds_french_toast_sticks,en,usda_fndds_exact
"Waffle, cinnamon",fndds_waffle_cinnamon,en,usda_fndds_exact
Waffle cinnamon,fndds_waffle_cinnamon,en,usda_fndds_generated
cinnamon Waffle,fndds_waffle_cinnamon,en,usda_fndds_generated
"Pancakes, pumpkin",fndds_pancakes_pumpkin,en,usda_fndds_exact
Pancakes pumpkin,fndds_pancakes_pumpkin,en,usda_fndds_generated
pumpkin Pancakes,fndds_pancakes_pumpkin,en,usda_fndds_generated
"Waffle, chocolate",fndds_waffle_chocolate,en,usda_fndds_exact
Waffle chocolate,fndds_waffle_chocolate,en,usda_fndds_generated
chocolate Waffle,fndds_waffle_chocolate,en,usda_fndds_generated
"Cereal, crunch",fndds_cereal_crunch,en,usda_fndds_exact
Cereal crunch,fndds_cereal_crunch,en,usda_fndds_generated
crunch Cereal,fndds_cereal_crunch,en,usda_fndds_generated
"Cereal, granola",fndds_cereal_granola,en,usda_fndds_exact
Cereal granola,fndds_cereal_granola,en,usda_fndds_generated
granola Cereal,fndds_cereal_granola,en,usda_fndds_generated
"Cereal, fruit rings",fndds_cereal_fruit_rings,en,usda_fndds_exact
Cereal fruit rings,fndds_cereal_fruit_rings,en,usda_fndds_generated
fruit rings Cereal,fndds_cereal_fruit_rings,en,usda_fndds_generated
"Cereal, fruit crispy",fndds_cereal_fruit_crispy,en,usda_fndds_exact
Cereal fruit crispy,fndds_cereal_fruit_crispy,en,usda_fndds_generated
fruit crispy Cereal,fndds_cereal_fruit_crispy,en,usda_fndds_generated
"Cereal, cinnamon toast",fndds_cereal_cinnamon_toast,en,usda_fndds_exact
Cereal cinnamon toast,fndds_cereal_cinnamon_toast,en,usda_fndds_generated
cinnamon toast Cereal,fndds_cereal_cinnamon_toast,en,usda_fndds_generated
"Cereal, flavored puffs",fndds_cereal_flavored_puffs,en,usda_fndds_exact
Cereal flavored puffs,fndds_cereal_flavored_puffs,en,usda_fndds_generated
flavored puffs Cereal,fndds_cereal_flavored_puffs,en,usda_fndds_generated
"Cereal, chocolate puffs",fndds_cereal_chocolate_puffs,en,usda_fndds_exact
Cereal chocolate puffs,fndds_cereal_chocolate_puffs,en,usda_fndds_generated
chocolate puffs Cereal,fndds_cereal_chocolate_puffs,en,usda_fndds_generated
"Cereal, other, honey",fndds_cereal_other_honey,en,usda_fndds_exact
Cereal other honey,fndds_cereal_other_honey,en,usda_fndds_generated
honey other Cereal,fndds_cereal_other_honey,en,usda_fndds_generated
"Cereal, plain puffs",fndds_cereal_plain_puffs,en,usda_fndds_exact
Cereal plain puffs,fndds_cereal_plain_puffs,en,usda_fndds_generated
plain puffs Cereal,fndds_cereal_plain_puffs,en,usda_fndds_generated
"Cereal, O's, plain",fndds_cereal_o_s_plain,en,usda_fndds_exact
Cereal O's plain,fndds_cereal_o_s_plain,en,usda_fndds_generated
plain O's Cereal,fndds_cereal_o_s_plain,en,usda_fndds_generated
"Cereal, corn puffs",fndds_cereal_corn_puffs,en,usda_fndds_exact
Cereal corn puffs,fndds_cereal_corn_puffs,en,usda_fndds_generated
corn puffs Cereal,fndds_cereal_corn_puffs,en,usda_fndds_generated
"Cereal, multigrain",fndds_cereal_multigrain,en,usda_fndds_exact
Cereal multigrain,fndds_cereal_multigrain,en,usda_fndds_generated
multigrain Cereal,fndds_cereal_multigrain,en,usda_fndds_generated
"Cereal, K's, plain",fndds_cereal_k_s_plain,en,usda_fndds_exact
Cereal K's plain,fndds_cereal_k_s_plain,en,usda_fndds_generated
plain K's Cereal,fndds_cereal_k_s_plain,en,usda_fndds_generated
"Cereal, oat bunches",fndds_cereal_oat_bunches,en,usda_fndds_exact
Cereal oat bunches,fndds_cereal_oat_bunches,en,usda_fndds_generated
oat bunches Cereal,fndds_cereal_oat_bunches,en,usda_fndds_generated
"Cereal, oat squares",fndds_cereal_oat_squares,en,usda_fndds_exact
Cereal oat squares,fndds_cereal_oat_squares,en,usda_fndds_generated
oat squares Cereal,fndds_cereal_oat_squares,en,usda_fndds_generated
"Oatmeal, multigrain",fndds_oatmeal_multigrain,en,usda_fndds_exact
Oatmeal multigrain,fndds_oatmeal_multigrain,en,usda_fndds_generated
multigrain Oatmeal,fndds_oatmeal_multigrain,en,usda_fndds_generated
"Oatmeal, reduced sugar",fndds_oatmeal_reduced_sugar,en,usda_fndds_exact
Oatmeal reduced sugar,fndds_oatmeal_reduced_sugar,en,usda_fndds_generated
reduced sugar Oatmeal,fndds_oatmeal_reduced_sugar,en,usda_fndds_generated
"Oatmeal, fast food, plain",fndds_oatmeal_fast_food_plain,en,usda_fndds_exact
Oatmeal fast food plain,fndds_oatmeal_fast_food_plain,en,usda_fndds_generated
plain fast food Oatmeal,fndds_oatmeal_fast_food_plain,en,usda_fndds_generated
"Oatmeal, fast food, flavored",fndds_oatmeal_fast_food_flavored,en,usda_fndds_exact
Oatmeal fast food flavored,fndds_oatmeal_fast_food_flavored,en,usda_fndds_generated
flavored fast food Oatmeal,fndds_oatmeal_fast_food_flavored,en,usda_fndds_generated
"Oatmeal, instant, maple flavored, fat added",fndds_oatmeal_instant_maple_flavored_fat_added,en,usda_fndds_exact
Oatmeal instant maple flavored fat added,fndds_oatmeal_instant_maple_flavored_fat_added,en,usda_fndds_generated
"Oatmeal, instant, fruit flavored, fat added",fndds_oatmeal_instant_fruit_flavored_fat_added,en,usda_fndds_exact
Oatmeal instant fruit flavored fat added,fndds_oatmeal_instant_fruit_flavored_fat_added,en,usda_fndds_generated
"Oatmeal, instant, maple flavored, no added fat",fndds_oatmeal_instant_maple_flavored_no_added_fat,en,usda_fndds_exact
Oatmeal instant maple flavored no added fat,fndds_oatmeal_instant_maple_flavored_no_added_fat,en,usda_fndds_generated
"Oatmeal, instant, fruit flavored, no added fat",fndds_oatmeal_instant_fruit_flavored_no_added_fat,en,usda_fndds_exact
Oatmeal instant fruit flavored no added fat,fndds_oatmeal_instant_fruit_flavored_no_added_fat,en,usda_fndds_generated
Upma,fndds_upma,en,usda_fndds_exact
Cream of rice,fndds_cream_of_rice,en,usda_fndds_exact
"Hominy, cooked",fndds_hominy_cooked,en,usda_fndds_exact
Hominy cooked,fndds_hominy_cooked,en,usda_fndds_generated
cooked Hominy,fndds_hominy_cooked,en,usda_fndds_generated
"Masa harina, cooked",fndds_masa_harina_cooked,en,usda_fndds_exact
Masa harina cooked,fndds_masa_harina_cooked,en,usda_fndds_generated
cooked Masa harina,fndds_masa_harina_cooked,en,usda_fndds_generated
"Oat bran cereal, cooked",fndds_oat_bran_cereal_cooked,en,usda_fndds_exact
Oat bran cereal cooked,fndds_oat_bran_cereal_cooked,en,usda_fndds_generated
cooked Oat bran cereal,fndds_oat_bran_cereal_cooked,en,usda_fndds_generated
"Whole wheat cereal, cooked",fndds_whole_wheat_cereal_cooked,en,usda_fndds_exact
Whole wheat cereal cooked,fndds_whole_wheat_cereal_cooked,en,usda_fndds_generated
cooked Whole wheat cereal,fndds_whole_wheat_cereal_cooked,en,usda_fndds_generated
"Cornmeal mush, fat added",fndds_cornmeal_mush_fat_added,en,usda_fndds_exact
Cornmeal mush fat added,fndds_cornmeal_mush_fat_added,en,usda_fndds_generated
"Potato chips, plain",fndds_potato_chips_plain,en,usda_fndds_exact
Potato chips plain,fndds_potato_chips_plain,en,usda_fndds_generated
plain Potato chips,fndds_potato_chips_plain,en,usda_fndds_generated
"Potato sticks, plain",fndds_potato_sticks_plain,en,usda_fndds_exact
Potato sticks plain,fndds_potato_sticks_plain,en,usda_fndds_generated
plain Potato sticks,fndds_potato_sticks_plain,en,usda_fndds_generated
"Potato chips, baked, plain",fndds_potato_chips_baked_plain,en,usda_fndds_exact
Potato chips baked plain,fndds_potato_chips_baked_plain,en,usda_fndds_generated
plain baked Potato chips,fndds_potato_chips_baked_plain,en,usda_fndds_generated
"Potato chips, unsalted",fndds_potato_chips_unsalted,en,usda_fndds_exact
Potato chips unsalted,fndds_potato_chips_unsalted,en,usda_fndds_generated
unsalted Potato chips,fndds_potato_chips_unsalted,en,usda_fndds_generated
"Potato sticks, flavored",fndds_potato_sticks_flavored,en,usda_fndds_exact
Potato sticks flavored,fndds_potato_sticks_flavored,en,usda_fndds_generated
flavored Potato sticks,fndds_potato_sticks_flavored,en,usda_fndds_generated
"Potato chips, reduced fat",fndds_potato_chips_reduced_fat,en,usda_fndds_exact
Potato chips reduced fat,fndds_potato_chips_reduced_fat,en,usda_fndds_generated
reduced fat Potato chips,fndds_potato_chips_reduced_fat,en,usda_fndds_generated
"Potato sticks, fry shaped",fndds_potato_sticks_fry_shaped,en,usda_fndds_exact
Potato sticks fry shaped,fndds_potato_sticks_fry_shaped,en,usda_fndds_generated
fry shaped Potato sticks,fndds_potato_sticks_fry_shaped,en,usda_fndds_generated
"Potato chips, popped, plain",fndds_potato_chips_popped_plain,en,usda_fndds_exact
Potato chips popped plain,fndds_potato_chips_popped_plain,en,usda_fndds_generated
plain popped Potato chips,fndds_potato_chips_popped_plain,en,usda_fndds_generated
"Potato chips, other flavored",fndds_potato_chips_other_flavored,en,usda_fndds_exact
Potato chips other flavored,fndds_potato_chips_other_flavored,en,usda_fndds_generated
other flavored Potato chips,fndds_potato_chips_other_flavored,en,usda_fndds_generated
Soy chips,fndds_soy_chips,en,usda_fndds_exact
Corn nuts,fndds_corn_nuts,en,usda_fndds_exact
Bean chips,fndds_bean_chips,en,usda_fndds_exact
Taro chips,fndds_taro_chips,en,usda_fndds_exact
Shrimp chips,fndds_shrimp_chips,en,usda_fndds_exact
Cracker chips,fndds_cracker_chips,en,usda_fndds_exact
Plantain chips,fndds_plantain_chips,en,usda_fndds_exact
"Chips, rice",fndds_chips_rice,en,usda_fndds_exact
Chips rice,fndds_chips_rice,en,usda_fndds_generated
rice Chips,fndds_chips_rice,en,usda_fndds_generated
Vegetable chips,fndds_vegetable_chips,en,usda_fndds_exact
"Corn chips, plain",fndds_corn_chips_plain,en,usda_fndds_exact
Corn chips plain,fndds_corn_chips_plain,en,usda_fndds_generated
plain Corn chips,fndds_corn_chips_plain,en,usda_fndds_generated
"Popcorn, caramel coated",fndds_popcorn_caramel_coated,en,usda_fndds_exact
Popcorn caramel coated,fndds_popcorn_caramel_coated,en,usda_fndds_generated
caramel coated Popcorn,fndds_popcorn_caramel_coated,en,usda_fndds_generated
"Popcorn, microwave, plain",fndds_popcorn_microwave_plain,en,usda_fndds_exact
Popcorn microwave plain,fndds_popcorn_microwave_plain,en,usda_fndds_generated
plain microwave Popcorn,fndds_popcorn_microwave_plain,en,usda_fndds_generated
"Popcorn, chocolate coated",fndds_popcorn_chocolate_coated,en,usda_fndds_exact
Popcorn chocolate coated,fndds_popcorn_chocolate_coated,en,usda_fndds_generated
chocolate coated Popcorn,fndds_popcorn_chocolate_coated,en,usda_fndds_generated
"Popcorn, ready-to-eat, plain",fndds_popcorn_ready_to_eat_plain,en,usda_fndds_exact
Popcorn ready-to-eat plain,fndds_popcorn_ready_to_eat_plain,en,usda_fndds_generated
plain ready-to-eat Popcorn,fndds_popcorn_ready_to_eat_plain,en,usda_fndds_generated
"Popcorn, microwave, kettle",fndds_popcorn_microwave_kettle,en,usda_fndds_exact
Popcorn microwave kettle,fndds_popcorn_microwave_kettle,en,usda_fndds_generated
kettle microwave Popcorn,fndds_popcorn_microwave_kettle,en,usda_fndds_generated
"Popcorn, ready-to-eat, kettle",fndds_popcorn_ready_to_eat_kettle,en,usda_fndds_exact
Popcorn ready-to-eat kettle,fndds_popcorn_ready_to_eat_kettle,en,usda_fndds_generated
kettle ready-to-eat Popcorn,fndds_popcorn_ready_to_eat_kettle,en,usda_fndds_generated
"Popcorn, microwave, low sodium",fndds_popcorn_microwave_low_sodium,en,usda_fndds_exact
Popcorn microwave low sodium,fndds_popcorn_microwave_low_sodium,en,usda_fndds_generated
low sodium microwave Popcorn,fndds_popcorn_microwave_low_sodium,en,usda_fndds_generated
"Popcorn, microwave, plain, light",fndds_popcorn_microwave_plain_light,en,usda_fndds_exact
Popcorn microwave plain light,fndds_popcorn_microwave_plain_light,en,usda_fndds_generated
light plain microwave Popcorn,fndds_popcorn_microwave_plain_light,en,usda_fndds_generated
Snack mix,fndds_snack_mix,en,usda_fndds_exact
"Pretzel chips, hard, plain",fndds_pretzel_chips_hard_plain,en,usda_fndds_exact
Pretzel chips hard plain,fndds_pretzel_chips_hard_plain,en,usda_fndds_generated
